Reviews,Sentiments
"the creaking , rusty ship makes a fine backdrop , but the ghosts' haunting is routine . ",neg
a minor picture with a major identity crisis -- it's sort of true and it's sort of bogus and it's ho-hum all the way through . ,neg
the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment . ,neg
"frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him . ",pos
"the documentary does little , apart from raising the topic , to further stoke the conversation . ",neg
"leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time . ",pos
"since lee is a sentimentalist , the film is more worshipful than your random e ! true hollywood story . ",neg
"without resorting to camp or parody , haynes ( like sirk , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , rich , and strange . ",pos
a moody horror/thriller elevated by deft staging and the director's well-known narrative gamesmanship . ,pos
"if you are into splatter movies , then you will probably have a reasonably good time with the salton sea . ",neg
"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham . ",pos
the biggest problem with this movie is that it's not nearly long enough . ,pos
"an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film . ",neg
"lauren ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist . ",pos
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ? in a word : no . ,pos
"unless bob crane is someone of particular interest to you , this film's impressive performances and adept direction aren't likely to leave a lasting impression . ",neg
the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate . ,pos
"it's a familiar story , but one that is presented with great sympathy and intelligence . ",pos
"the story , once it gets rolling , is nothing short of a great one . ",pos
"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid . ",pos
wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men . ,pos
"the audience when i saw this one was chuckling at all the wrong times , and that's a bad sign when they're supposed to be having a collective heart attack . ",neg
one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm . ,pos
"creepy , authentic and dark . this disturbing bio-pic is hard to forget . ",pos
this film is too busy hitting all of its assigned marks to take on any life of its own . ,neg
miyazaki is one of world cinema's most wondrously gifted artists and storytellers . ,pos
one of the oddest and most inexplicable sequels in movie history . ,neg
"though ganesh is successful in a midlevel sort of way , there's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention . ",neg
the most excruciating 86 minutes one might sit through this summer that do not involve a dentist drill . ,neg
"during the tuxedo's 90 minutes of screen time , there isn't one true 'chan moment' . ",neg
if you're a fan of the series you'll love it and probably want to see it twice . i will be . ,pos
"in execution , this clever idea is far less funny than the original , killers from space . ",neg
"what's next : "" my mother the car ? "" ",neg
"collateral damage is trash , but it earns extra points by acting as if it weren't . ",pos
the lousy john q all but spits out denzel washington's fine performance in the title role . ,neg
what would jesus do if he was a film director ? he'd create a movie better than this . ,neg
 . . . too dull to enjoy . ,neg
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness . ",neg
